Filename,Start,Text,Definitional?,Notes
SiddharthanChandran_2013G-480p.eng.srt,0:04:36.000084,brother or friend.,0,
SiddharthanChandran_2013G-480p.eng.srt,0:06:29.000816,"unlike, say, the bone or the liver.",0,
SiddharthanChandran_2013G-480p.eng.srt,0:13:07.000196,"to replace dying or lost cells, even in the brain.",0,
SiddharthanChandran_2013G-480p.eng.srt,0:13:56.000541,"So in order to measure whether this was successful or not,",0,
StefanLarsson_2013S-480p.eng.srt,0:08:19.000929,I meet probably a hundred or more than a hundred,0,
StephenCave_2013X-480p.eng.srt,0:04:00.000431,"distort reality, or see what we want to see,",0,
StephenCave_2013X-480p.eng.srt,0:07:24.000334,has had some myth or legend,0,
StephenCave_2013X-480p.eng.srt,0:07:26.000396,of an elixir of life or a fountain of youth,0,
StephenCave_2013X-480p.eng.srt,0:11:08.000862,or a great king or hero.,0,
StephenCave_2013X-480p.eng.srt,0:11:24.000678,"a nation or a family or a tribe,",0,
StephenCave_2013X-480p.eng.srt,0:15:11.000331,or whether it's a comic strip or an epic.,0,
StevenPinker_2012-480p.eng.srt,0:02:04.000005,"You're not threatening us or bribing us,",0,
StevenPinker_2012-480p.eng.srt,0:02:08.000023,with a show of hands or a beauty contest.,0,
StevenPinker_2012-480p.eng.srt,0:02:28.000147,that are good or decent or moral?,0,
StevenPinker_2012-480p.eng.srt,0:06:22.000938,he would pursue his business or his pleasure,0,
StevenPinker_2012-480p.eng.srt,0:08:35.000029,or public hangings or beating children.,0,
StevenPinker_2012-480p.eng.srt,0:09:21.000318,SP: Or with hideous punishments,0,
SuzanaHerculanoHouzel_2013G-480p.eng.srt,0:00:20.000493,What does a human brain have or do,0,
SuzanaHerculanoHouzel_2013G-480p.eng.srt,0:03:57.000530,"Now, you may have heard or read somewhere",0,
SuzanaHerculanoHouzel_2013G-480p.eng.srt,0:04:30.000438,"You take a brain, or parts of that brain,",0,
SuzanaHerculanoHouzel_2013G-480p.eng.srt,0:04:59.000273,"at just four or five samples of this homogeneous solution,",0,
SuzanneTalhouk_2012X-480p.eng.srt,0:01:01.000953,"He said, ""No! It's called ""menu"" (English), or ""menu"" (French).""",0,
SuzanneTalhouk_2012X-480p.eng.srt,0:05:35.000510,Because if you get any product from Turkey or elsewhere,0,
SuzanneTalhouk_2012X-480p.eng.srt,0:06:47.000941,"Language isn't one, two or three words or letters put together.",0,
SuzanneTalhouk_2012X-480p.eng.srt,0:07:01.000797,How do you say whether this guy understands or not?,0,
SuzanneTalhouk_2012X-480p.eng.srt,0:09:29.000440,"We didn't say, ""No! We do not accept this or that.""",0,
SuzanneTalhouk_2012X-480p.eng.srt,0:11:38.000176,to control us or make us think and feel what they want.,0,
SuzanneTalhouk_2012X-480p.eng.srt,0:11:48.000473,"So, if we can't reach space or build a rocket and so on,",0,
SuzanneTalhouk_2012X-480p.eng.srt,0:12:03.000354,Let's write a novel or produce a short film.,0,
SuzanneTalhouk_2012X-480p.eng.srt,0:12:38.000250,"either Arabic, English, French or Chinese.",0,
TeddyCruz_2013G-480p.eng.srt,0:00:46.000994,is not only economic or environmental.,0,
TeddyCruz_2013G-480p.eng.srt,0:01:59.000310,by understanding or engaging sites of conflict,0,
TeddyCruz_2013G-480p.eng.srt,0:08:10.000711,this small house transforms or mutates,0,
TeddyCruz_2013G-480p.eng.srt,0:08:15.000665,"into a small, or a micro, socioeconomic",0,
TeddyCruz_2013G-480p.eng.srt,0:09:25.000596,not with bank cards or slogans,0,
TeddyCruz_2013G-480p.eng.srt,0:11:13.000732,might seem trivial or naive.,0,
TobyEccles_2013G-480p.eng.srt,0:00:16.000777,not a new therapy or a new intervention,0,
TobyEccles_2013G-480p.eng.srt,0:00:20.000060,"or a new way of working with kids or something like that,",0,
TobyEccles_2013G-480p.eng.srt,0:04:43.000759,"over five or 10 years,",0,
TobyEccles_2013G-480p.eng.srt,0:05:01.000383,"over five or six years, not just one or two",0,
TobyEccles_2013G-480p.eng.srt,0:08:02.000701,"what actually happens, whether they get re-arrested or not.",0,
TobyShapshak_2013G-480p.eng.srt,0:00:39.000435,"Pay-as-you-go was a technology, or an idea,",0,
TobyShapshak_2013G-480p.eng.srt,0:01:11.000566,in this building or the city that we're in?,0,
TobyShapshak_2013G-480p.eng.srt,0:02:36.000790,watching television or playing Angry Birds.,0,
ToniGriffin_2013Z-480p.eng.srt,0:03:13.000267,"through their grandparents or great-grandparents,",0,
ToniGriffin_2013Z-480p.eng.srt,0:09:08.000463,very different from a Denver or an Atlanta or a Philadelphia,0,
YannDallAglio_2012X-480p.eng.srt,0:02:59.000338,to value or disvalue,0,
YannDallAglio_2012X-480p.eng.srt,0:03:15.000229,to value or disvalue them.,0,
YannDallAglio_2012X-480p.eng.srt,0:04:37.000738,"Nothing could be less materialistic, or more sentimental,",0,
YannDallAglio_2012X-480p.eng.srt,0:08:01.000001,of neo-fascist or religious communes.,0,
YvesMorieux_2013S-480p.eng.srt,0:02:03.000679,either on one or the other,0,
YvesMorieux_2013S-480p.eng.srt,0:07:13.000670,"if you are not happy, how is the book or the door?",0,
YvesMorieux_2013S-480p.eng.srt,0:07:26.000096,And we go for a second TV or we escalate,0,
YvesMorieux_2013S-480p.eng.srt,0:10:36.000678,it is for failing to help or ask for help.,0,
YvesMorieux_2013S-480p.eng.srt,0:10:50.000238,but if I fail to help or ask for help.,0,
